Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Bushdid,15703,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,2969.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15704,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,6982.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15705,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7059.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15706,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7363.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15707,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7460.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15708,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7463.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15709,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7583.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15710,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7685.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15711,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7714.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15712,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7731.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15713,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,8797.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15714,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,8858.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15715,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,8918.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15716,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,10722.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15717,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,10882.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15718,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,10976.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15719,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,11552.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15720,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12020.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15721,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,12367.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15722,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,31272.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15723,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,31276.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15724,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,61016.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15725,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,61138.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15726,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,62336.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15727,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,62433.0,93009.0,443158.0,637566.0,,,,,,,,,,,,,
Bushdid,15728,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,443162.0,637566.0,,,,,,,,,,,,,
Bushdid,15729,176,261.0,454.0,798.0,1060.0,1068.0,1127.0,3776.0,6054.0,6501.0,6561.0,7150.0,7654.0,7799.0,7848.0,7888.0,8048.0,8091.0,8103.0,8186.0,8635.0,10560.0,12232.0,14286.0,18827.0,22386.0,26331.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15730,326,460.0,1060.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15731,326,460.0,2879.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15732,326,460.0,6654.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15733,326,460.0,6989.0,7600.0,7632.0,7654.0,7749.0,8030.0,11509.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15734,326,460.0,6989.0,7600.0,7654.0,7749.0,7991.0,8030.0,11509.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15735,326,460.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,12180.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15736,326,460.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,15380.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15737,326,460.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,22201.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15738,326,460.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,22386.0,26331.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15739,326,460.0,6989.0,7600.0,7654.0,7749.0,8030.0,11509.0,26331.0,31244.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15740,326,1060.0,2879.0,6654.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15741,460,1060.0,2879.0,6654.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15742,1060,2879.0,6654.0,6989.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15743,1060,2879.0,6654.0,7600.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15744,1060,2879.0,6654.0,7632.0,7654.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15745,1060,2879.0,6654.0,7632.0,7749.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15746,1060,2879.0,6654.0,7632.0,7991.0,8030.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15747,1060,2879.0,6654.0,7632.0,7991.0,11509.0,12180.0,15380.0,22201.0,22386.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15748,1060,2879.0,6654.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,26331.0,31244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15749,1060,2879.0,6654.0,7632.0,7991.0,12180.0,15380.0,22201.0,22386.0,31244.0,637511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,15750,176,261.0,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15751,177,261.0,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15752,179,261.0,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15753,261,798.0,1031.0,1060.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15754,261,798.0,1031.0,1068.0,2758.0,3776.0,4133.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15755,261,798.0,1031.0,1068.0,2758.0,3776.0,6501.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15756,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7710.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15757,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7799.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15758,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7848.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15759,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8103.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15760,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8635.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15761,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,8892.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15762,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10560.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15763,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11124.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15764,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,11552.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15765,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,19310.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15766,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31265.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15767,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,61138.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15768,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,440967.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15769,261,798.0,1031.0,1068.0,2758.0,3776.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637511.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15770,176,177.0,179.0,261.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15771,176,177.0,179.0,798.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15772,176,177.0,179.0,1031.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15773,176,177.0,179.0,1060.0,1068.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15774,176,177.0,179.0,1060.0,2758.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15775,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7150.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15776,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7344.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15777,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7363.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15778,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7519.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15779,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,7991.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15780,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8186.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15781,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8858.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15782,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11509.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15783,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,12232.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15784,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,12367.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15785,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31272.0,31276.0,61138.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15786,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,62336.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15787,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,62444.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15788,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,93009.0,440967.0,443158.0,637511.0,5281168.0,,,,,,,,,,,,,
Bushdid,15789,176,177.0,179.0,1060.0,3776.0,4133.0,6501.0,6654.0,6982.0,7460.0,7710.0,7799.0,7848.0,8103.0,8635.0,8892.0,10560.0,10821.0,11124.0,11552.0,12180.0,14286.0,19310.0,31265.0,31276.0,61138.0,440967.0,443158.0,637511.0,637566.0,5281168.0,,,,,,,,,,,,,
Bushdid,15790,261,798.0,1031.0,1068.0,2758.0,6654.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,,,
Bushdid,15791,261,798.0,1031.0,1068.0,2758.0,3776.0,6982.0,7150.0,7344.0,7363.0,7460.0,7519.0,7991.0,8186.0,8858.0,10821.0,11509.0,12180.0,12232.0,12367.0,14286.0,31272.0,31276.0,62336.0,62444.0,93009.0,443158.0,637566.0,5281168.0,,,,,,,,,,,,,,,
